year,county,level,a_y,r_y,n_y,p_y,l_y,ca_y,cl_y,ca_avg_y,cl_avg_y,a_yplus10,l_yplus10
2022,Washington,Juvenile,152,135,127,0.031100478468899587,1.0320987654320988,-0.24,0.27708045041378404,-0.40892659385294744,0.4652872937824558,109.34858013720473,0.32535877842139704
2022,Watonwan,Felony,35,35,104,0.6788990825688074,3.1142857142857148,-0.04545454545454539,0.11094402673350068,-0.11904401478310639,0.1304462901070367,26.200283560339468,1.8553565742618532
2022,Watonwan,Gross Misdemeanor,28,22,42,0.49230769230769234,1.9696969696969697,-0.0117647058823529,-4.522840343732881e-4,0.07522168421706052,0.03301787253348274,23.336292850044355,1.6352873582617764
2022,Watonwan,Misdemeanor,53,36,63,0.34545454545454546,1.5277777777777777,0.11971830985915505,0.20271867612293146,0.22850528900938355,0.24420570833355784,42.36068237287911,1.1168230277258357
2022,Watonwan,Juvenile,10,9,9,0.20588235294117652,1.2592592592592593,0.1111111111111111,0.22854561878952112,0.03623850430237073,-0.3703303152089132,7.7142199764732045,1.0062861579370375
2022,Wilkin,Felony,37,34,76,0.5405405405405406,2.1764705882352944,0.08823529411764706,-0.13344226579520688,0.31167110276566906,-0.14732351116030298,31.62584770001669,2.769106976192905
2022,Wilkin,Gross Misdemeanor,26,30,93,0.6577946768060837,2.922222222222223,-0.17894736842105266,-0.029869545659019392,0.11777715612231787,-0.08379371052314898,29.14500436704118,2.8658915979124164
2022,Wilkin,Misdemeanor,25,17,42,0.5952380952380952,2.4705882352941178,-0.07407407407407407,0.23529411764705888,-0.09387309128041459,0.4307421835243879,19.83411122419537,1.2432067225459855
2022,Wilkin,Juvenile,17,18,20,0.035714285714285775,1.0370370370370372,0.15909090909090914,-0.10256410256410234,0.568791774140808,-0.3564592842534074,15.281193948112314,1.6404526329595854
2022,Winona,Felony,85,106,320,0.6977186311787072,3.308176100628931,-0.06250000000000006,0.03235915028367872,-0.19626469898405546,-0.062449413252566616,60.786203136094755,2.0509552653777035
2022,Winona,Gross Misdemeanor,88,83,179,0.5721649484536082,2.337349397590361,-0.09278350515463918,0.12207682404258181,-0.3164432012914825,0.19905896462303962,58.17827864563605,1.0374250679392794
2022,Winona,Misdemeanor,147,131,199,0.27624309392265195,1.381679389312977,0.09158415841584167,0.17824193321781476,0.06889611143125068,0.11889912845031714,111.48190554779266,0.9365008306444256
2022,Winona,Juvenile,45,44,30,-0.23364485981308394,0.8106060606060607,-0.0625,0.08516617790811336,-0.20099846677128666,-0.23909309538939938,32.04883927728506,0.506769304930467
2022,Wright,Felony,357,362,851,0.5766081871345029,2.361878453038674,0.03378378378378384,-0.05048270184397912,0.059435295710491456,-0.055167757425087706,278.6707211161449,2.1035008561219035
2022,Wright,Gross Misdemeanor,381,430,767,0.45569620253164556,1.8372093023255813,-0.006950477845351917,-0.07197955700487238,-0.012014096146608907,-0.14751714605077743,296.1396266624257,1.6084914201886806
2022,Wright,Misdemeanor,419,382,531,0.32706987668819726,1.4860383944153575,-0.057721139430284896,0.04670216749498712,-0.1405045716310004,0.06470389806085544,312.6335037782202,0.9290985103823709
2022,Wright,Juvenile,184,161,120,-0.17233009708737856,0.8530020703933747,-0.03999999999999995,-0.06794816877275651,-0.035268971246310246,0.14253156829459177,146.38900091866176,0.6720635773557804
2022,Yellow Medicine,Felony,42,46,67,0.3365384615384615,1.507246376811594,0.008000000000000057,0.030535894843275856,-0.1593762248998198,-0.023682970107601908,29.20389263125811,0.9614856725601403
2022,Yellow Medicine,Gross Misdemeanor,25,23,37,0.44354838709677424,1.7971014492753625,-0.2105263157894737,0.03628477731936982,-0.20571106910497147,0.45488304599653384,21.945908979544125,0.971224143067374
2022,Yellow Medicine,Misdemeanor,25,28,28,0,1,-0.12790697674418608,0.023809523809523968,-0.0796367278079295,0.21410955145506416,21.747843246612632,0.669129156884077
2022,Yellow Medicine,Juvenile,7,10,3,-1.727272727272727,0.3666666666666667,0.049999999999999954,-0.012820512820512628,-0.1511393731163446,-0.6338976898617495,4.967406631393242,0.3644711104317917
2023,Aitkin,Felony,109,123,180,0.3492063492063492,1.5365853658536586,-0.0603448275862069,0.01783414634146341,-0.23318374951458784,-0.14821434155856145,75.34679676065919,0.9542820576455048
2023,Aitkin,Gross Misdemeanor,93,134,176,0.37962962962962965,1.6119402985074627,-0.1388888888888889,-0.1740276718596797,-0.27542804533339293,-0.031931954572210014,67.43886378063642,1.1182900956671147
2023,Aitkin,Misdemeanor,57,76,88,0.2830188679245283,1.394736842105263,-0.3448275862068966,-0.35420544931460507,0.14951903793267537,0.6982848107392582,74.20784011543161,1.5887570067391166
2023,Aitkin,Juvenile,14,27,10,-0.17391304347826086,0.851851851851852,-0.5882352941176471,0.11805555555555577,0.8387325976080331,-0.259668177001583,39.56680145223212,1.2034965651984832
2023,Anoka,Felony,986,1368,1942,0.41161290322580646,1.699561403508772,0.0511727078891258,-0.27525452569057635,-0.0587912820423189,-0.062068238027540155,700.573022399834,1.753730178237902
2023,Anoka,Gross Misdemeanor,1023,967,2015,0.4989637305699482,1.995863495346432,0.1812933025404157,-0.224267833582101,-0.018288285644632776,0.05844073176046794,665.3096647879447,1.928292310638921
2023,Anoka,Misdemeanor,1211,1234,1574,0.23449131513647642,1.3063209076175042,-0.0342902711323764,-0.3728693588533058,-0.021276987688166594,0.5195919277373408,961.4322390943245,1.365244503044754
2023,Anoka,Juvenile,399,407,236,-0.6544715447154471,0.6044226044226044,0.005037783375314861,-0.31298548689853034,-0.3524744090561399,0.506545771341575,228.98423490118432,0.38260127487247253
2023,Becker,Felony,109,138,301,0.5941176470588235,2.463768115942029,0.0380952380952381,0.09422366180806445,-0.18022919370057783,-0.1815688796725022,71.41114579319412,1.5320671150112612
2023,Becker,Gross Misdemeanor,47,60,95,0.4444444444444444,1.7999999999999998,-0.27692307692307694,0.3540785498489426,0.13220749938827445,-0.5443386784415283,54.891096914787084,1.4659105129432912
2023,Becker,Misdemeanor,23,19,29,0.3448275862068966,1.5263157894736843,0.21052631578947367,0.04519450800915328,-0.09948683687915781,-0.12233167058810945,13.7745161618114,1.0669331317925617
2023,Becker,Juvenile,94,87,47,-1.2307692307692308,0.4482758620689655,0.6206896551724138,-0.38362068965517243,-0.21321418792089747,-0.309746136869821,38.34852328504069,0.5022832194650515
2023,Beltrami,Felony,224,209,552,0.5933852140077821,2.45933014354067,0.391304347826087,-0.23136344234942263,0.044558111043946906,0.04070513633145127,128.90620837031227,2.565028437052087
2023,Beltrami,Gross Misdemeanor,74,58,137,0.5433070866141733,2.189655172413793,0.07246376811594203,0.04020495175405756,-0.18258257844696343,-0.30041961242516324,46.834990783057314,1.5097169476401575
2023,Beltrami,Misdemeanor,48,37,68,0.421875,1.7297297297297298,0,-0.08133971291866028,-0.15268267445595748,-0.12795251672054475,33.39057905106894,1.3070230216850545
2023,Beltrami,Juvenile,54,37,57,0.02631578947368421,1.027027027027027,0.3170731707317073,-0.07078507078507074,0.28311996393160727,-0.06015762769292068,37.59066264703338,1.1281465718974073
2023,Benton,Felony,162,184,355,0.5053763440860215,2.0217391304347827,0.006211180124223602,-0.16379276789537173,0.0643427229021931,0.045834356536714756,130.51995390848745,1.9701779252750768
2023,Benton,Gross Misdemeanor,175,166,402,0.5608465608465608,2.2771084337349397,0.13636363636363635,-0.19192694344256,-0.038137841363803146,0.21233862415084986,116.70594191452521,1.9750800767383023
2023,Benton,Misdemeanor,234,214,300,0.25435540069686413,1.341121495327103,0.02631578947368421,-0.05542273418822001,-0.11116581653074788,0.013882118148431074,163.8417678194988,0.9787403949246929
2023,Benton,Juvenile,105,89,77,-0.43548387096774194,0.696629213483146,0.1797752808988764,-0.13189282627484886,-0.03308970542369193,0.0669988118278217,67.68372062034156,0.5893110716967008
2023,Big Stone,Felony,13,24,30,0.3684210526315789,1.5833333333333335,-0.35,-0.4877450980392157,0.163822998937129,1.4606550979590467,17.198717650959797,1.9921359898341615
2023,Big Stone,Gross Misdemeanor,21,13,44,0.6285714285714286,2.692307692307692,0.3125,0.35948210205635933,0.13443081403771434,-0.3549571930299823,13.529137856301631,2.002613868791268
2023,Big Stone,Misdemeanor,23,11,24,0.21428571428571427,1.2727272727272727,0.7692307692307693,-0.13223140495867763,0,0.4742811872775776,10.11111111111111,0.9907632328684959
2023,Big Stone,Juvenile,10,2,10,0.6666666666666666,2.9999999999999996,2.3333333333333335,1.2499999999999998,-0.888003437799296,0.2767935774658653,0.406506040580333,0.10686091737315846
2023,Blue Earth,Felony,237,286,482,0.4541984732824427,1.8321678321678319,0.06756756756756757,-0.03666204838537786,-0.30758143152334555,-0.16684162126906324,134.27791202013935,1.0891065287279782
2023,Blue Earth,Gross Misdemeanor,269,304,369,0.23809523809523808,1.3125,0.10699588477366255,-0.10337317666126401,-0.25199211359071755,-0.09601480723921217,155.14237644044377,0.886190182527633
2023,Blue Earth,Misdemeanor,343,303,299,-0.13059701492537312,0.8844884488448844,0.27037037037037037,-0.042955858085808686,-0.10140084054046693,0.2199901294949962,195.4619579076236,0.6033409889151097
2023,Blue Earth,Juvenile,164,162,147,-0.11724137931034483,0.8950617283950617,0.17985611510791366,-0.23453996983408748,-0.15770364564872882,0.21069873021357002,96.30254984749533,0.7187127586627272
2023,Brown,Felony,67,86,157,0.5,2,-0.1518987341772152,-0.10516252390057364,0.2785375904129778,-0.25855350528589394,72.26105048037793,2.442509236052797
2023,Brown,Gross Misdemeanor,100,99,142,0.2826086956521739,1.3939393939393938,0.26582278481012656,-0.25157616432784224,0.012747960328871112,-0.018416757099495484,61.96517149864056,1.4755396944174732
2023,Brown,Misdemeanor,132,136,133,0.014492753623188406,1.0147058823529411,-0.12,-0.06846673095467692,0.46500479776021014,0.16432461353051678,150.02734317803632,1.1772868156049083
2023,Brown,Juvenile,92,83,62,-0.5370370370370371,0.6506024096385542,0.21052631578947367,0.22891566265060237,0.5343886330944093,0.05673207252900442,78.36747870508111,0.6230569282023031
2023,Carlton,Felony,98,110,204,0.502262443438914,2.0090909090909093,0.1951219512195122,0.020879526977087937,-0.07032648839967627,-0.2544070691342129,60.73866942455448,1.5621385339604636
2023,Carlton,Gross Misdemeanor,81,100,164,0.45054945054945056,1.8199999999999998,-0.12903225806451613,-0.3228740157480316,0.15170220688999383,0.6684723327176354,79.42479663811734,1.9977615580314196
2023,Carlton,Misdemeanor,28,28,45,0.44,1.7857142857142856,-0.2,-0.009295499021526495,0.12211047608525886,0.4881931122539058,29.382670614528816,1.3625630939615747
2023,Carlton,Juvenile,20,10,16,-0.6666666666666666,0.6000000000000001,2.3333333333333335,-0.3769230769230769,-1.2221885360179192,0.754913018150907,-2.1889685400283896,-0.13451882641756535
2023,Carver,Felony,150,161,502,0.684931506849315,3.1739130434782603,-0.16201117318435754,0.29551812565567054,0.03997725657479822,0.021064909306277118,142.90057858861118,1.9653620378540684
2023,Carver,Gross Misdemeanor,260,249,470,0.44419642857142855,1.7991967871485945,0.23222748815165878,-0.12942090944422835,-0.11953690553123247,-0.19443205135770172,150.65701838687798,1.5212930747350895
2023,Carver,Misdemeanor,424,392,496,0.1694915254237288,1.2040816326530612,0.08717948717948718,-0.0926238072020616,-0.06190777330664421,0.08136791229861204,290.6348694922193,0.9422052681968074
2023,Carver,Juvenile,108,100,100,-0.08695652173913043,0.92,0.2,-0.18769230769230766,-0.4140452940039682,0.41815139666474177,48.308710205450616,0.45443636037091795
2023,Cass,Felony,162,181,432,0.6073752711496746,2.546961325966851,-0.16923076923076924,-0.008874778130546766,0.38877356575822747,-0.10615505940819159,188.30740830521742,2.8765609410624373
2023,Cass,Gross Misdemeanor,122,149,248,0.4356060606060606,1.7718120805369126,-0.15862068965517243,0.049881195547959556,0.013899724079744075,-0.19201235306195064,113.8196319883594,1.4276591096867426
2023,Cass,Misdemeanor,91,65,120,0.2857142857142857,1.4,0.18181818181818182,-0.23170731707317077,0.43929276970024567,0.3512323452734413,76.12259537525743,1.8386348194184434
2023,Cass,Juvenile,12,16,12,0,1,-0.5384615384615384,0.10000000000000003,0.21574211067756993,-0.33332295429656505,23.00904513171253,0.976273743591132
2023,Chippewa,Felony,35,44,78,0.4567901234567901,1.840909090909091,-0.2391304347826087,0.17900919305413698,-0.3226973765601013,-0.1900498761245508,27.393128325791455,0.8832659943105111
2023,Chippewa,Gross Misdemeanor,31,31,48,0.3673469387755102,1.5806451612903225,0.06896551724137931,0.16253902185223737,-0.3606494845123004,-0.08265564098585915,16.575754105236655,0.6985496372921162
2023,Chippewa,Misdemeanor,29,38,41,0.2830188679245283,1.394736842105263,-0.275,-0.11761546723952741,0.13443081403771434,0.2992893364432196,33.82284464075408,1.271333869661627
2023,Chippewa,Juvenile,9,11,3,-0.8333333333333334,0.5454545454545454,0,-0.2561983471074381,-0.19810522194190097,-0.24109932754257377,6.029060738733116,0.5311206622193111
2023,Chisago,Felony,132,167,303,0.48297213622291024,1.9341317365269461,-0.14285714285714285,-0.030081430060233616,-0.03189359175423924,-0.24458486817767058,117.21258698353304,1.643738105025732
2023,Chisago,Gross Misdemeanor,226,223,433,0.48259860788863107,1.9327354260089686,0,-0.16126575852440983,-0.10031886132251187,-0.07623718900888833,163.74196723930282,1.6613245730245607
2023,Chisago,Misdemeanor,269,258,324,0.18867924528301888,1.2325581395348837,0.01509433962264151,-0.08781377764100773,0.0075789652033921955,-0.214797355750608,207.15077169792704,1.148569476412493
2023,Chisago,Juvenile,68,70,45,-0.5217391304347826,0.6571428571428571,0.3076923076923077,-0.3913710450623202,-0.3312118181366774,0.3480157977110335,30.689946567728022,0.5047728117744448
2023,Clay,Felony,232,286,506,0.4713493530499076,1.8916083916083914,0.02654867256637168,-0.1021918380127335,-0.3393283320215837,0.03341958334469148,132.23221087982822,1.074677389381489
2023,Clay,Gross Misdemeanor,62,71,114,0.4409448818897638,1.7887323943661972,0.08771929824561403,-0.3598698791735182,-0.051141767895107625,0.44219227889332774,42.80404913717626,1.8047337076425372
2023,Clay,Misdemeanor,55,55,79,0.3373493975903614,1.509090909090909,-0.140625,0.14950284090909088,0.11651746312496918,-0.35995910147345633,53.55148573136427,1.3143142254569529
2023,Clay,Juvenile,109,107,82,-0.35443037974683544,0.7383177570093458,0.1595744680851064,-0.24509083272078128,-0.2795554158036524,0.04099441833466663,58.46274385089621,0.5478529552727521
2023,Clearwater,Felony,33,29,89,0.6741573033707865,3.068965517241379,0.13793103448275862,-0.12952978056426362,0.27971344097457934,0.00955334766047047,26.54220470169498,3.492634167471543
2023,Clearwater,Gross Misdemeanor,15,17,31,0.5853658536585366,2.411764705882353,0.15384615384615385,-0.29411764705882343,0.0803787786078966,0.3459693197550454,10.64373167072965,2.5823631718004174
2023,Clearwater,Misdemeanor,9,5,13,0.4444444444444444,1.7999999999999998,0.8,0.9285714285714284,-0.5600728307408891,-0.3934933737105954,2.1670486485726577,0.38224782928958306
2023,Clearwater,Juvenile,10,13,11,0.1875,1.2307692307692308,-0.3333333333333333,-0.24475524475524468,0.31440573567051,0.5554401594776897,13.971646153238385,1.4209891412846452
2023,Cook,Felony,19,20,39,0.48717948717948717,1.9500000000000002,0.35714285714285715,-0.03347826086956537,0,-0.4408362251311779,10.88888888888889,1.867457639826061
2023,Cook,Gross Misdemeanor,11,9,21,0.5714285714285714,2.333333333333333,-0.21428571428571427,-0.12500000000000006,-0.19176464736385807,0.08038991810928107,9.429412447421655,1.6481871719321675
2023,Cook,Misdemeanor,6,8,12,0.5294117647058824,2.125,-0.14285714285714285,-0.3625000000000001,0,0.6626369153850369,5.444444444444445,2.150662485521372
2023,Cook,Juvenile,2,4,2,-3,0.25,0,-0.24999999999999994,0,0.15929798911592982,1.5555555555555556,0.2862470862470863
2023,Cottonwood,Felony,29,33,103,0.6915887850467289,3.242424242424242,-0.3958333333333333,0.35940146809712037,0.1106218972401212,-0.02040806977297874,40.02352244498659,2.0722055166137676
2023,Cottonwood,Gross Misdemeanor,41,36,80,0.5714285714285714,2.333333333333333,-0.06818181818181818,-0.23106060606060613,0.09578141849880162,0.46122084343208514,36.36370929536764,2.258582226189722
2023,Cottonwood,Misdemeanor,42,55,57,0.2465753424657534,1.3272727272727272,-0.34375,-0.13192589401120197,0.13443081403771434,0.1657880757077355,54.116551425206524,1.2929590962743014
2023,Cottonwood,Juvenile,27,19,27,0,1,0,0.5517241379310347,0.16161407748221146,-0.05144178817387805,23.189258806033777,0.5988280850230329
2023,Crow Wing,Felony,268,345,745,0.5777233782129743,2.3681159420289855,-0.21865889212827988,-0.23282307501505978,0.21956819761845317,0.09477551184625008,304.1693423245431,2.83591928423244
2023,Crow Wing,Gross Misdemeanor,196,164,405,0.5672823218997362,2.3109756097560976,-0.0392156862745098,-0.1993774874987242,0.1545027778299223,0.36993032247561486,174.50095690088568,2.3150364873172493
2023,Crow Wing,Misdemeanor,127,151,207,0.4007936507936508,1.6688741721854305,0.024193548387096774,-0.513920144023661,-0.03944157441893972,0.9821170342274252,93.88569204105252,1.98024198411528
2023,Crow Wing,Juvenile,127,143,135,0.07142857142857142,1.0769230769230769,-0.2658959537572254,-0.319106699751861,0.2738213471802049,0.12586941309059077,157.85948991351725,1.516687698217226
2023,Dakota,Felony,872,1230,2393,0.5462928808557728,2.2040650406504065,-0.10380267214799589,-0.16251680765237528,-0.1482106356857633,0.09886693996531307,679.2862441634869,1.6869765663317595
2023,Dakota,Gross Misdemeanor,883,864,1779,0.5040183696900115,2.0162037037037037,0.09553349875930521,-0.20305833586088368,-0.15753220156663528,0.1481764316648114,558.4937453392146,1.5851019535082367
2023,Dakota,Misdemeanor,903,817,1242,0.3140218303946264,1.4577723378212974,0.021493212669683258,-0.07635544675642607,0.02756594638429253,4.135386455608629e-4,700.1149314698314,1.2608380707687028
2023,Dakota,Juvenile,240,289,211,-0.11153846153846154,0.8996539792387542,-0.12727272727272726,-0.3887252047004009,-0.22062898422004887,0.6353344531355377,180.64088210188646,0.7480186852516385
2023,Dodge,Felony,28,43,110,0.6742424242424242,3.069767441860465,-0.3333333333333333,-0.03847191496249931,-0.11171804829055523,0.0025683189249003833,30.16868702657633,2.204024291717837
2023,Dodge,Gross Misdemeanor,20,34,57,0.5211267605633803,2.0882352941176467,-0.4594594594594595,-0.28629932985852574,-0.450286023152602,0.6216537978619872,18.95495231277509,1.0545494507542552
2023,Dodge,Misdemeanor,30,33,40,0.175,1.2121212121212122,-0.25,-0.05621096460791106,-0.18022919370057783,0.1423136936970499,27.204246016454906,0.7854927597171792
2023,Dodge,Juvenile,21,24,13,-0.5,0.6666666666666666,0.3125,-0.4901960784313726,-0.5020436778758233,0.6991785871536752,7.61688744582537,0.4187940350172563
2023,Douglas,Felony,86,89,226,0.5954545454545455,2.4719101123595504,0.03614457831325301,0.04061208570527608,-0.20341550114602894,0.10261449295035896,55.347871105557395,1.4233565821913254
2023,Douglas,Gross Misdemeanor,126,168,260,0.44554455445544555,1.8035714285714284,-0.19745222929936307,-0.5170096852300242,-0.03742416206370701,0.7291144494249947,119.03854529145491,2.300014893647057
2023,Douglas,Misdemeanor,151,175,202,0.2391304347826087,1.3142857142857143,0.02027027027027027,-0.44583429494576504,0.13834944858610118,0.7349774019938231,125.42924479791301,1.7233103462982082
2023,Douglas,Juvenile,52,49,57,0.1694915254237288,1.2040816326530612,0.40540540540540543,-0.6733608336951801,-0.3678866767608915,1.9516412057064578,20.97679768971264,1.1895313797308575
2023,Faribault,Felony,31,48,87,0.5,2,-0.20512820512820512,0.055555555555555615,-0.3003160291688381,-0.26995647570814724,23.76334078711761,1.1482318349178375
2023,Faribault,Gross Misdemeanor,33,46,55,0.352112676056338,1.5434782608695652,-0.05714285714285714,-0.015246901436159862,-0.34773114693172064,0.15657724632298206,20.29280876212425,0.7547418515172236
2023,Faribault,Misdemeanor,46,45,44,-0.022727272727272728,0.9777777777777777,0.022222222222222223,0.021097046413501894,-0.4405123756080952,-0.24281982979839076,23.353427877395433,0.4712222266856474
2023,Faribault,Juvenile,36,34,23,-0.6190476190476191,0.6176470588235294,0.5,-0.277666999002991,-0.28210662304657375,0.6676111052346093,14.889640410885878,0.39720802435936203
2023,Fillmore,Felony,45,45,99,0.55,2.2222222222222223,-0.0425531914893617,-0.3918918918918918,0.08935981421801806,0.22057924720803587,38.69244673463257,2.897754478331052
2023,Fillmore,Gross Misdemeanor,27,15,48,0.5714285714285714,2.333333333333333,0.22727272727272727,-0.787878787878788,-0.5231104747190947,2.869156274935757,10.138318055971839,2.3739465576483405
2023,Fillmore,Misdemeanor,27,23,35,0.23333333333333334,1.3043478260869565,0.22727272727272727,-0.8221343873517786,-0.6120369958662975,2.5796113188781926,8.650138092166257,1.3365907094793201
2023,Fillmore,Juvenile,9,10,4,-1,0.5,1.25,-0.9615384615384616,-1.0854774447837456,3.439486877022137,-0.4875380183961789,-0.46998048919735563
2023,Freeborn,Felony,105,127,191,0.42272727272727273,1.7322834645669292,-0.018691588785046728,-0.20809898762654666,0.0986162455115169,0.2715736380764641,88.58102098068785,1.716096892440378
2023,Freeborn,Gross Misdemeanor,119,141,182,0.30198019801980197,1.4326241134751774,-0.19047619047619047,-0.3738199239115118,0.11591416384299065,0.22943229458098618,122.957208793811,1.8687415310371414
2023,Freeborn,Misdemeanor,92,125,91,-0.08695652173913043,0.92,-0.17117117117117117,-0.3834805194805194,-0.32616541695868695,0.20244581828674568,65.86109128318613,0.7579143681193491
2023,Freeborn,Juvenile,90,91,108,0.17272727272727273,1.2087912087912087,-0.09090909090909091,-0.3633952254641909,0.4279236333339989,0.3438098726951274,97.36323736918116,1.897902287653354
2023,Goodhue,Felony,139,205,356,0.5187793427230047,2.078048780487805,-0.35348837209302325,-0.010087545484022015,-0.1533335701022569,-0.014367783225265388,149.48366190083485,1.3923208616280618
2023,Goodhue,Gross Misdemeanor,253,217,417,0.42592592592592593,1.7419354838709677,0.01606425702811245,0.029254627891529758,-0.046940297678396366,0.10410567021814113,187.54097031239556,1.2176426761181898
2023,Goodhue,Misdemeanor,527,496,461,-0.16705882352941176,0.8568548387096775,-0.06227758007117438,0.38488863287250397,1.1662546647097678,-0.3003304787719109,732.916161560138,1.1978351208147326
2023,Goodhue,Juvenile,69,70,57,-0.20689655172413793,0.8285714285714286,-0.18823529411764706,0.053726708074534106,0.1259582456371522,-0.12444645879534412,71.51919967658206,0.7190293953171005
2023,Grant,Felony,12,11,34,0.6666666666666666,2.9999999999999996,-0.42857142857142855,0.2857142857142857,0.8687936555068693,0.08534594894495791,24.709605000590827,3.30059028030054
2023,Grant,Gross Misdemeanor,22,17,43,0.5641025641025641,2.2941176470588234,0.2222222222222222,-0.3323090430201933,-0.19810522194190097,0.0060541312443829366,12.058121477466232,2.1645814674239126
2023,Grant,Misdemeanor,19,18,18,-0.058823529411764705,0.9444444444444444,0.9,-0.5446428571428572,-0.4534002371466153,0.4853973495213771,5.101597786631591,0.7649822441239111
2023,Grant,Juvenile,4,8,2,0,1,-0.5,-0.28571428571428564,1.0075020761732272,1.1907304733289503,9.888806523371823,1.7067469150418717
2023,Hennepin,Felony,3247,3314,7454,0.557897545357524,2.2619191309595656,-0.02929745889387145,3.910259444190598e-4,0.0634562716480477,-0.3149189849587864,2710.23800192971,2.106951949893874
2023,Hennepin,Gross Misdemeanor,2358,2299,5219,0.5527237354085603,2.2357546759460636,0.10964705882352942,-0.09253754167769201,-0.1904967412481521,-0.07931877426788579,1432.7907863885948,1.5968449677618228
2023,Hennepin,Misdemeanor,2248,1988,2239,0.02261553588987217,1.023138832997988,0.25516471245114464,-0.26103354229422787,-0.5249887769431497,0.6265503960211962,822.8953684170783,0.4274133736572947
2023,Hennepin,Juvenile,382,377,485,0.23373983739837398,1.3050397877984086,0.06406685236768803,-0.25728849233856677,-0.7335287020746637,0.7761170348248088,104.18040818147594,0.29342840456100716
2023,Houston,Felony,15,30,48,0.4915254237288136,1.9666666666666668,-0.25,-0.4433962264150944,-0.6078562036673165,0.2930413735928313,7.930018992505377,0.9839044554622991
2023,Houston,Gross Misdemeanor,37,32,43,0.2,1.25,0.37037037037037035,-0.1162420382165605,-0.8432847514491983,0.18516874469763997,4.956845268977209,0.16318138695464224
2023,Houston,Misdemeanor,29,43,38,0.18867924528301888,1.2325581395348837,-0.30952380952380953,-0.42582695363281814,-0.09048190853106611,0.4625118074890512,30.65412826802703,1.337727713715843
2023,Houston,Juvenile,11,14,5,-0.75,0.5714285714285714,-0.3125,-0.3632653061224491,-0.5020436778758233,0.18957538038875488,7.61688744582537,0.32845110851440856
2023,Hubbard,Felony,72,67,246,0.7136752136752137,3.492537313432836,-0.15294117647058825,-0.3035113450090586,0.6969938518960836,0.3363533532091817,93.7117715991504,5.964652814103485
2023,Hubbard,Gross Misdemeanor,55,48,104,0.4838709677419355,1.9375,0.4864864864864865,-0.4387931034482758,-0.2557975581045196,0.26208871514794574,23.538847606620013,1.8599143265527907
2023,Hubbard,Misdemeanor,21,10,30,0.47368421052631576,1.8999999999999997,0.6153846153846154,0.2999999999999999,0.6324556746853991,-0.10414312553860035,13.966565216752858,1.9254605393725217
2023,Hubbard,Juvenile,11,15,13,0.16666666666666666,1.2,-0.26666666666666666,-0.24210526315789482,0.22549327536222818,0.20508231520924636,13.34426010949982,1.4112354770402558
2023,Isanti,Felony,198,438,387,-0.24786324786324787,0.8013698630136986,0.38461538461538464,-0.6633791682326564,-0.23735817881751245,-0.18432690766311347,92.53387430347516,1.5257728023465227
2023,Isanti,Gross Misdemeanor,136,176,352,0.5475578406169666,2.2102272727272725,-0.2608695652173913,-0.0797070924764891,-0.08297221139245488,0.0613512080899495,135.04083287050366,1.68724811967007
2023,Isanti,Misdemeanor,210,222,281,0.2721311475409836,1.3738738738738738,-0.004739336492890996,-0.1562698829843151,-0.09007427372916389,0.07674767404197101,154.0470553623701,1.1227431191172585
2023,Isanti,Juvenile,41,47,37,0.2033898305084746,1.2553191489361701,-0.3050847457627119,0.12318029115341536,-0.18298080472293032,0.4515655370676278,40.03394056857641,0.6230375970834668
2023,Itasca,Felony,167,234,458,0.5482625482625483,2.213675213675214,-0.165,-0.24397120774869804,0.23831977653389033,-0.03596926887023393,179.14359433856944,2.853821878379242
2023,Itasca,Gross Misdemeanor,173,210,308,0.38596491228070173,1.6285714285714286,-0.08947368421052632,-0.16799567509122848,-0.09948683687915781,0.04319350521226262,137.745161618114,1.355869914300332
2023,Itasca,Misdemeanor,167,113,180,0.1171875,1.1327433628318584,0.5754716981132075,0.030033472419643447,-0.23082274182703064,0.2208669525284559,68.99804886277525,0.6128392874290058
2023,Itasca,Juvenile,124,96,128,0.030303030303030304,1.03125,0.2916666666666667,-0.1777408637873754,0.06475947619733646,0.22243604328491673,77.84574837087193,0.9665580202421404
2023,Jackson,Felony,42,44,75,0.41333333333333333,1.7045454545454546,0.5555555555555556,-0.08685064935064934,0.03781735743565046,-0.37440392090963115,21.52510074681349,1.7404069536082805
2023,Jackson,Gross Misdemeanor,44,49,80,0.4024390243902439,1.6734693877551021,0.41935483870967744,-0.12507409602845276,-0.031691432798160786,-0.14938935899538444,23.59803841551149,1.517318127385963
2023,Jackson,Misdemeanor,38,44,63,0.34328358208955223,1.5227272727272727,-0.3090909090909091,0.46107839528892136,-0.3528655119368051,-0.5608804604631789,31.709589915096547,0.6756546579826521
2023,Jackson,Juvenile,32,25,26,0,1,0.23076923076923078,-0.21590909090909097,-0.5249328867803758,0.27420315573978554,11.947058143560179,0.4708903907943444
2023,Kanabec,Felony,65,121,178,0.52734375,2.115702479338843,-0.14473684210526316,-0.5396797952902935,0.17329831238929966,0.23572078018623643,65.70470549380079,3.898060988892648
2023,Kanabec,Gross Misdemeanor,97,68,169,0.47692307692307695,1.9117647058823533,0.24358974358974358,-0.05130473241928334,-0.3003160291688381,0.4756691616306491,47.52668157423522,0.9587210045528942
